boardType,title,content
자유 게시판,그린힐 개재밌네,기대를 크게 안해서 그런가 그린힐 개재밌음
자유 게시판,안되는데??,이거 업데이트 하다가 튕기는데???이게 맞나....  문열어!!!!!ㅠㅠㅠㅠㅠ
자유 게시판,키워야되나?,말아야되나
자유 게시판,슬라이드 써야하네,
자유 게시판,이거 영혼석으로 밖에 못뽑아?,? ????
공략&팁 게시판,소닉스테이지 보물상자 보물쓰세여,링은 자석으로 안땡겨지는데 코인은 땡겨져서 편해여 돈도잘벌리고 ? 코인 땡겨지니까 링에 집중잘댐
자유 게시판,박으면 코인 떨구넼ㅋ,ㅈㄱㄴ
자유 게시판,못 뽑는 사람 특,한개도 못뽑음
자유 게시판,무과금임 비틱하려는건 아니고 너무 뿌듯해서 그래,내가 요즘 자존감이 너무 떨어져서 이런걸로라도 자존감 올리고싶어서 그래 ㅠㅠㅠ 비틱으로 느껴졌다면 미안해.... 칭찬 한마디씩만 해주라...... ?
자유 게시판,아니 4번 연속 용딸마 ㅋㅋㅋㅋㅋㅋ하,개빢쳐
자유 게시판,"3연속 용딸마, 24,000 크리스탈 증발 ㅠㅠ","내 24,000 크리스탈 증발"
자유 게시판,님들 서버 들어가면 크탈몇개줌?,라즈 보상 5천개 제외하면 몇개정도임??
자유 게시판,아 무ㅜ야 개졸귀ㅠ,한번에 나오네 좋아
공략&팁 게시판,소닉&테일즈&달토끼맛 쿠키 1티어 토핑 공개,아뮤거나 끼십시오 방독면도 챙기십쇼
자유 게시판,안들어가져ㅠㅠㅠㅠㅠㅠㅠ,업데이트한다는데 구글플레이에 업데이트가 안떠ㅠ
자유 게시판,자구마 하이,그래서 에픽은 어디감?
자유 게시판,한방에 떴네,? 귀요미 어서오고
자유 게시판,그린힐 9단계 누가 후기좀,스펙 요구 어느정도인지 궁금
자유 게시판,혹시 토벌전 용 체력이 반영 안되는 버그 있으신분?,분명 체력 1100만 남은 용 치고 360만 넣었는데 왜 남은 체력량이 그대로인 거죠? 제가 체력을 잘못 보고 들어간 건지 아니면 버그인지 긴가민가하네요..
자유 게시판,뭐야 라즈베리 키우는거 이제 끝남?,아놔.. 업뎃하는거 모르고 57까지밖에 안키웠는데
자유 게시판,그린힐 나가기 하면 신발 차감됨?,일하느라 걍 켜놓고 방치해놨더니 손컨해야 하네 야발
자유 게시판,이게 가능 한건구나,?
자유 게시판,ㅅㅂ 왜 용 피 안 닮?,참여자 2명인데 체력 그대로임 나도 쳐봤는데 그대로 기회 증발 ㅋㅋ
자유 게시판,아 ㅋㅋ 추석이라고 데브형들,종합 추석세트 주시네..ㅋㅋ
자유 게시판,친구계정에 2트만에 뜸,빡치네
[퓨어바닐라] 친구 찾기,친구 구해요!,선물 주고받을 친구구해요 ! 닉네임은 킁요 입니다 !
[퓨어바닐라] 길드 게시판,Lv 48 상위 1% in30위 ??개돼지들?? 토벌고수 대환영!!! 쿠창인생 대환영!!! 오래하실분 대환영!!! 재밌는 오픈챗 있어용 ^0^ [29/30],"?? 개돼지들 ?? ? - 나이 : 성인 (길드원들 연령대 2~30대) ? - 성별 : 무관 ? - 스펙조건 : 판당 평균 노치명 딜량 500만 이상 ? - 여왕벌 / 분란 조장 / 무개념 이외 모두 대환영 ? - 오픈채팅에서 잡담 및 게임 꿀팁 공유 활성화 ? - 길드 출석체크 & 토벌 3회 필수 (사유 없이 미참여시 경고 부여, 경고 2회 누적 시 추방) ? ??포효하는 용의 시즌1~4 1% 마감 ??분노하는 용의 시즌1~4 1% 마감 ??난폭한 용의 시즌1~4 1% 마감 ??흉포한 용의 시즌1-1~4 1% 마감 (100위대) ??흉포한 용의 시즌2-1~4 1% 마감 (in100위) ??흉포한 용의 시즌3-1~4 1% 마감 (50위대) ? 67단계클리어! 이후 +@단계 도전중입니다! ? 면접방 https://open.kakao.com/o/gi0Iyshd"
공략&팁 게시판,그린힐 9단계 공략법,잘깨라 이기
자유 게시판,오 이거 맘에 드네,? 계산하기 귀찮아서 무지성으로 대충 넣었는데ㅋㅋㅋ
[홀리베리] 서버 게시판,홀리베리 서버 오우야,?
질문 게시판,여긴 뭐하는곳임,제목 곧 내용
자유 게시판,홀베섭이 본계보다 운이 좋은 거 같아요 ㅋㅋㅠ,? 본계는 다 현금 박치기로 했는데… 아이디 파고 처음 뽑기 때도 바요 나오고 달토끼 뽑으려다 이득 봤네여 홀베섭에 그냥 정착해야겠어용 ? ?
자유 게시판,"본계정 과금결과,보상결과",샤벳2개 뜸
자유 게시판,달달하네,자 이제 뽑으러 드가자~
자유 게시판,오옹,
버그 제보하기,길드전 토벌 오류,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황 오늘 / 7단계 토벌전에서 여러번 피를 깎았는데도 피가 깎이지 않음. 기여도는 오르긴함. ? 2) 버전 (환경설정 > 정보 > 버전)  2.1.002 3) 사용 중인 기기환경(기기명, OS 버전) 갤럭시 S21 울트라 4) 서버명 퓨어바닐라 5) 왕국이름 크리센티 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)"
[퓨어바닐라] 친구 찾기,80일 연속 접속이 친구구해요,피로피로왕국 친추해주세요 ? 12시 정각 선물 보내는사람입니다
자유 게시판,앙 떡모찌!,
자유 게시판,아나 또 리소스…,아니 업데이트 할때마다 리소스 오류가 뜨면 우째하자는거야 ㅡㅡ 심지어 아이폰만 이러는거 같던데 또 재설치하라고?? 재설치해도 안될 수 있는데??? 일정이나 그런거 빡센건 아는데 저번에 이랬으면 또 안되게 신경 좀 써줘요 데브… ㅜㅜ
자유 게시판,구글 왜 업뎃 안되냐...,ㅠㅠㅠ
자유 게시판,꽁뽑기 성공,6번 돌려서 나왔습니다!
[퓨어바닐라] 친구 찾기,3명 자리 있어요!,현재 아레나 크3 이상만 친추 주세요! 닉네임 : 쨰로미  저는 아레나 크2 입니다!
자유 게시판,야 저리가,
자유 게시판,1트만에떴다,? 근데 더 좋은게 떴넹?＼(^^＼)(/ ^^)/ ( ^^) (^o^) ♪ ♬
[퓨어바닐라] 친구 찾기,친구 1명 구해요!!,Breakfree로 친추 주세요!
질문 게시판,크탈 6만개 어디박음??,달토끼??
자유 게시판,버그,님들 토벌 버그 심각하네요  제가 4퍼여서 쳤는데 4퍼도 안 달고 용은 도망감 뭔가 이상해서 다시 쳤는데 위 상황 반복되네요
자유 게시판,와~~21000개,순삭이네 ㅋㅋㅋ
질문 게시판,아직도 없는 사람 있냐..?,3천개 컷 굳
자유 게시판,지금 토벌전 하지마세요,용 쳐도 피 안깍임 기회는 날라가고
자유 게시판,닉네임 대장 5프로대 길드구해요,딜은 100에서 150정도 때려요 초대주시면 좀잇다 바로 가입확인누를게요 부탁드려요 ㅠㅠ
자유 게시판,아니 이러다가 정가로 뽑겟네,
자유 게시판,달토끼를 달라,그래도  달달하네ㅋ
자유 게시판,업뎃 왤케 느리지,지금 쓰는 와이파이 잘만 쓰는 와이파인데 속도 빠른데 오늘따라 업뎃하는 게 너무 느리네
자유 게시판,개인적으로 소닉 디자인 별로...,이쁘긴한데 쿠키스러움이 부족한거같다
자유 게시판,토벌전 버그있는듯,용 막타치고 다음용 딜넣어도 딜 안들어감 끝나고
[퓨어바닐라] 길드 게시판,"?당일가입가능자 우대? ?? 휘핑크림추가 ?? 에서 길드원을 모집합니다! ( 길드레벨 48, 상위 1%, 토벌덱 55만 이상, 1일 3회 토벌전 필수, 토벌기여도컷팅제?, 옾챗? ) ( 28 / 30 )","? ? ??길드가입조건?? 투력제한 ▼ \ 55만 이상 \"" ? 뱀파포함한 토벌덱기준이며 ? ? 호밀"
자유 게시판,뽑기운 실화냐 ㅡㅡ 개빡치넹,아 추석 선물 잘 먹고 갑니다 77ㅓ억 ㅋㅋㅋㅋㅋㅋ
공략&팁 게시판,추석 쿠폰 받아가세요,네 감사합니다 잘쓸게요
버그 제보하기,토벌전 버그,"데브관계자님 길드 토벌전 버그있어요 토벌에서 용을때려고 데미지는 깍이는데 퍼센트가 그대로에요 게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  4) 서버 명  5) 왕국 이름  6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)"
자유 게시판,부계 뽑기 9천개 갈겼는데,실화냐 본계에나 뜰것이지
자유 게시판,"지금 토벌전 반영 안되는 거 맞죠?,,","횟수 차감만 되네용,, 오류 같아욥"
자유 게시판,오토못하게 링 떨구게 해놨네,ㅅㅂ
자유 게시판,소닉 소닉,ㅋ영어로말하는게마음에안드네ㅋㅋ
자유 게시판,단챠,? ㄱㅇㄷ
자유 게시판,토벌전 용 체력이 안내려간다,600만 정도 쳤는데 ㅈ도 안내려감 이게뭐냐ㅋㅋㅋ
질문 게시판,이번 신쿠키 키울만하나요?,셋다 키울만한가용??
자유 게시판,토핑세팅화면 변경!,어떤것같음?
[퓨어바닐라] 친구 찾기,전시즌 마2 이상 방덱 용쿠 쓰시는분들 구합니다,저는 전시즌 마2 전전시즌 마3 현시즌 500 찍먹하고 다1입니다 댓에 닉네임 적어주시면 친추드리겠습니다!
자유 게시판,1트만에 떴네,목소리 너무조아..
자유 게시판,43뽑...달토끼 얻기 실패... ㅅ^ㅣqkf...,나만 안 나오나봐...
자유 게시판,쿠키런: 버그,현재 토벌전 용을 쳐도 넣은 데미지가 용 체력에 반영이 되지 않는 버그가 있습니다 기회만 날아가니 긴급점검 전까지 토벌전 플레이를 중지해주시길 바랍니다 ? 뭔 놈의 게임이 업뎃만 하면 버그가 생겨...
자유 게시판,달토끼 성공 룰루랄라,
자유 게시판,달토끼 정가!,ㅋㅋ시발
자유 게시판,소닉 추억 돋네,? 90년대생 아재는 이 콜라보 흥미롭슴니다 ? 추억이 새록새록 ? 장애물 꼬라 박으니 링 사방으로 퍼지는 고증까지 완ㅡ벽 ? ? ?
자유 게시판,소닉뭐냐 ㅋㅋ,개존잼이다 ㄹㅇ
자유 게시판,그린힐부터 빨리 깨셈,어차피 시간당 충전이라서 상관없을라나? 그래도 1시간 지나기전에 빨리 하길 조금이라도 손해보면 안되니까....ㅎㅎ
자유 게시판,지금은 쿠뽑하지마세요,업데이트 직후에는 확률 씹창이라 크리스탈 탕진 오짐
자유 게시판,재설치햇는데도 계속 업데트하라고뜨네,개짜증나게  업데이트할것도없는데   어케해야됨?
자유 게시판,"지금 토벌전 하면, 이따 보상 주지 않을까?",보상에 눈이먼 1인.............
버그 제보하기,오색진주가 그대로에요,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황 9월17일 오전 1시쯤 2) 버전 (환경설정 > 정보 > 버전) 2.1.001 3) 사용 중인 기기 환경(기기명, OS 버전) 아이폰 11, ios14.8 4) 서버 명 : 퓨바 5) 왕국 이름 : 쿠키굽는서영 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다) 배가 들어왔는데 오색진주가 들어오기 전과 그대로 1979개네요ㅠㅠ ?"
자유 게시판,달토끼 좋냐??,ㅈㄱㄴ
자유 게시판,와씨 .. 뭐야 잠깐만,이게 갑자기 단뽑으로 뽑히네.. 미르띤 이거 근데 토핑은 뭐써야되나유
자유 게시판,원스토어 15퍼 쿠폰 등록 ㄱㄱ,KM6EXLMZXXCGG8L6V
자유 게시판,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
자유 게시판,아놔 소닉 게임 어릴 때도 장애물에 꼬라박아 링 튀기 일쑤였는데,? 쿠킹덤에서까지 이러넼ㅋㅋㅋ ?
[퓨어바닐라] 길드 게시판,[아망디오쇼콜라] 길드레벨 48 / ??상위 1% (in 200) ?? 400만↑ 모집합니다. (29/30),아래 조건  꼭 잘 읽어보시고 하단의 오픈카톡으로 문의주세요. ? ? ★필수조건★ 꾸준히 자주 접속 하실 분 ! !  같이 쿠킹덤 열심히 하실 분 단계별로 나눠서 토벌이 가능하신 분 (1타 15시이전 권장) ♣킹덤패스♣ 가입자 (최소과금이상) 횃불 수집하지 않는 분 9/17 가입 후 토벌 가능한 분으로 모십니다. ? 고렙용 토벌 평균최소 400만 이상 (??뱀파 /서브 딜러 육성 필수??)  쿠키성 레벨 13이상  ? 친목x 단톡x (토벌공부 옵챗은 있지만 자율참여라 안옴.. 토벌덱 문의주시면 같이 고민해드립니다) ? ?? 토벌 1일 3회/ 출석은 필수고 길렙은 48입니다. ? ? ?? 토벌 전투력 고렙기준 토벌 데미지 400이상 맞춰주세요.  ? ? ? ?? 접속 1일 보고 있습니다. (토벌 22시체크) (미접 사유가 있으면 꼭 미리 미리 말씀을 해주세요.)  (20시간 이상 자주 미접하시면 정리 됩니다.) 접속 1일 전 / 한달기준 3회 미참가 정리합니다. ? ?? 현재 초대가입으로 바꿔놨습니다.  같이 오래오래 열심히 하실  즐겜~빡겜 사이의 유저  모집합니다. ? ? ? 1) 아이디/전투력/토벌 스샷  캡쳐 남겨주시면 확인하고 초대 드립니다~! (아레나 팀 설정 화면 캡쳐해주시면 됩니다) ? 2) 언제 가입 가능한지도 꼭 적어주세요! ? 3) 선착순 가입 아닙니다. 모집중이면 문의주세요. ? ? 위 양식 지켜주세요! 완료되면 완료로 바꾸겠습니다. ? ? ? 가입전용 오픈카톡 만들었습니다.  여기로 문의주시거나 댓글 달아주세요 https://open.kakao.com/o/sGxkL19c ? ?
자유 게시판,찐 크리스탈 1000개 쿠폰!!!,SAMSUNGCRKINGDOM
버그 제보하기,토벌전버그,10시20분 데브관계자님 길드 토벌전 버그있어요 토벌에서 용을때려고 데미지는 깍이는데 퍼센트가 그대로에요 안드로이드폰  퓨어바닐라 써버  쏘ezz
자유 게시판,장애물 부딪히면 링 뿜는거 ㄱㅇㅇ,뿌아앙 하고 나옴 ㅋㅋ
자유 게시판,열정의 빛에서 달토끼 나옴,우헤헤
자유 게시판,커터로 단 1회,성공!!
자유 게시판,똥계정이 웬일이래ㅋ,열 번 뽑기 8~9트에 에픽 한 번 나오는 똥계정인데 웬일로 공짜로 준 쿠키커터로 에픽이 나왔대? 야호
자유 게시판,또냐... 이 화면 지겹다,언제쯤 리소스 다운로드가 한번에 될까
자유 게시판,토벌전 딜안먹힙니다 버그!!!,토벌 용쳐도 딜 안들어가요 체력 그대로에요 길드점수 어쩔거야!!!!!!!!!!!! ?
자유 게시판,리소스 해결함 (재설치 X),LTE로 하니까 쾌속 성공… 데이터 무제한이라 도전할만 했는데 아닌 사람들은 좀 빡세지 않을가 싶은 방법입니다…
자유 게시판,오와,?
자유 게시판,아 ㅋㅋㅋ 달토끼 ㅋㅋㅋㅋ,? 개 커여워..♡
자유 게시판,구글 업데이트 아이콘안떠네요 플레이아이콘만 계속떠네요??,처리방법이 몰까요?? ? ?
자유 게시판,헐 나 1트만에 달토끼!!!,"어?? 뒤에 0이 빠졌네 ? 100트만에 뽑앗넹 30,000.....크리스탈?? ?"
[퓨어바닐라] 길드 게시판,1% in100 Lv49 [아이스라떼] 한분 모집합니다,1% 길드 [아이스라떼]입니다 지난시즌 59위 마무리 친목x 사담x 길드레벨 49 토벌팁 공유용 오픈카톡 있으나 필수x 필요한 공지는 길챗으로만 합니다 매일접속 매일출석 매일토벌3회만 해주시면 됩니다. ? -토벌덱 투력 60만 이상 -50렙 이상에서 평균 피해량 400만이상 ? 아이스라떼 가입용 옵챗입니다 (가입 후 바로 폭파) https://open.kakao.com/o/sdgvbO6c ? 들어와서 -토벌덱 캡쳐 -지난 길드 용 데미지량 캡쳐 올려주세요~~
버그 제보하기,토벌전 버그,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황 :  업뎃 직후 2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  4) 서버 명 : 퓨어바닐라 서버 5) 왕국 이름 : 숙제하기시러 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  토벌전 용의 체력이 줄지 않습니다 기여도는 그대로 올라갑니다 ?"
자유 게시판,달토끼맛,너무 귀엽짜나.!.?.!!!!ㅜㅜㅜ 영상 이제 봣는데 넘 귀욥네
자유 게시판,소닉 뽑은사람 있음?,임펙트를 모르겠음
자유 게시판,홀배,홀베좋아젓는데요 대박 ㅋㅋ
[퓨어바닐라] 친구 찾기,빨리 친추좀...,일일 선물 30회 보내기 클리어하고..접률 좋아서 매일 일일선물줌.. 고딕2호로 친추ㄱㄱ
자유 게시판,잠시만 픽업이라매요,열정의빛이라매 본계랑 똑같네...이게말이되냐
버그 제보하기,토벌전 버그,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  4) 서버 명  5) 왕국 이름  6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이  ? ???길드 기여도는 올라가는데 딜이 안들어갑니다??"
자유 게시판,바요는 단뽑이지,
자유 게시판,ㅠㅅㅠ,데브가 추석선물 줬어
자유 게시판,바요 또나와? ㅋ,3일만에 두번나오넹 ?
자유 게시판,달토끼맛뜸 !+ 영상,바쁘신 분들은 1:30
[홀리베리] 길드 게시판,[3위] 제국길드에서 길드원 한분 모십니다.,"앞으로 오랫동안 열심히 하실분! ? 출석체크, 단계별토벌 3회, 모인 경험치 길드레벨 업그레이드만 지켜 주시면 됩니다! ? 많은 관심 부탁 드립니다~ ? 댓글로 아이디 부탁 드립니다."
질문 게시판,홀베 좋아졌나요??,스토리에도 출전할수있을려나..방금소닉던전에서 써봤는데 잘...모르겠당...
자유 게시판,ㅋㅋ 여러분 달토끼 원하면 퓨바가 나와요,? 미친놈들아 12000개 쓰고 달토끼 조각 17개 그래도 고맙다 사랑한다 데브 영원히 같이 가자
[퓨어바닐라] 길드 게시판,[길드모집]Lv.48 상위1% 모두의아이돌 길원 모집(29/30),"안녕하세요! 상위 1% 길드(500~700위 사이) '모두의아이돌'에서 길드원을 모집합니다. 단 한번도 상위 1%에서 벗어난 적이 없는 초창기 길드입니다 ㅎ.ㅎ (29/30) ? 오픈채팅방을 운영하고 있으며, 오후10시에 다 뛰었는지만 체크하고 있습니다. ? 챗방은 자유로운 분위기이고  길드원 모두 성인입니다 대화는 필수가 아니고,  오후10시 체크 때문에 운영하는 느낌에 가깝습니다.  매너는 필수입니다 ㅎ_ㅎ ? 현재 조건으로는 1. 40레벨 이상 용 300만 이상 2. 뱀파 만렙, 기본 토벌덱 이 있으신 분으로 모집 하고 있고 인증해주셔야 합니다! ? 오픈채팅 문의 부탁드려요  감사합니다 :D https://open.kakao.com/o/s9ZVJmad"
자유 게시판,아니 오늘 뭔 날이야?,3300다이아로 에픽 4개먹기 개이득ㅋㅋㅋㅋ
자유 게시판,토벌전 버그 모냐 데브,빨리 해결해라!
자유 게시판,감사합니다,2트만에 감사합니다
자유 게시판,"소닉, 테일즈 성능은 모르겠지만",일단 지르고 생각한다
건의합니다,"이번 소닉스테이지 빠르고, 정말 잘 만들었네요",안녕하세요. ? 이번 소닉스테이지 해보니 기존에 역시 달리기게임 장르를 만든 겜회사라서 그런지 스피드+슬라이딩+먹는즐거움 다 잡은것 같습니다. (이렇게 잘만들면서 오븐브레이크 왜 망한거지;;) ? 추후 이런 이벤트성 던전 및 기존 킹덤에도 서브미션 스토리로 추가해줬으면 좋겠습니다. ? 이번 소닉스테이지가 현재 이벤트로만 잠깐 킅이 아닌 추후 이런 재밌는 스테이지가 나오면 좋겠습니다. ? 이번 소닉 스테이지 정말 잼나게 잘 만들었네요. 칭찬합니다. ?
[퓨어바닐라] 길드 게시판,현재 3퍼 길드에서 한분 모셔요,"길드 이름 런닝구, 레벨 45 초대 가입입니다ㅡ ? 일주일 토벌 기여도 70만 이상 일일 출석, 길드 렙업 필수 ? 미접 사유 사전에 알려주세요! 사유 없이 미접 2일이면 강퇴될 수 있어요"
버그 제보하기,리소스 다운 실패,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  업데이트 후 계속 발생 2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  아이폰 X / 아이패드 4) 왕국명 (자세한 확인을 위해 꼭 기재해 주세요)  새벽빛깔무지개 5) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  업데이트 후 계속 발생 핸드폰 껐다 키기 앱 지웠다가 다시 깔기 앱지우고 핸드폰 껐다 켜서 다시 깔기 해도 안됨 ?"
자유 게시판,소닉 겜 해본 적 있음?,? ?
버그 제보하기,토벌전 버그 제보,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  9월 17일 10시 20분경 2) 버전 (환경설정 > 정보 > 버전) 2.1.002 3) 사용 중인 기기 환경(기기명, OS 버전) 갤럭시S21Ultra 4) 서버 명 퓨어바닐라 5) 왕국 이름 로아네집사 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  용을 쳤는데 기여도는 올라가는데 용 체력은 안깎이는 버그가 있는 것 같네요."
자유 게시판,이정도면 잘 뽑힌거임?,27000크탈 갈아서 떡토끼 완제3 바요 영혼석2 기타 애픽 완제4 ? 마일리지 11000 말리지만 개많이 나온거 같은데
자유 게시판,확률 버그아님?,3만개 썼는데 고라니 2개나오고 끝이네
자유 게시판,열정의 빛에서 왜 네가 나와,?
자유 게시판,떡 조아아아,
자유 게시판,나오라는 달토끼는 안나오고,스뽑에서 바요뜬건 처음인데 달토끼 뽑으려 했는데 나오라는 달토끼는 안나오고 바요나왔어 ... 결국 달토끼 못뽑았는데 이걸 좋아해야돼 말아야돼
자유 게시판,근데 소닉은 열정의 카오스? 저거로 얻는다 치고,테일즈는 어디서나와?
자유 게시판,와 소닉,"넘 추억이네 ? 링 너무 오랜만,,, 링 보니깐 예전에 했던 생각나네"
자유 게시판,머야??? 데브 사랑해 ㅠㅠ,50뽑 무공 3개 ㅠㅠㅠㅠ ? 3만 크리스탈로 달토끼 하나 나왔다고 위로해주는거야???
[퓨어바닐라] 친구 찾기,친구 구합니다,루피겅듀 친추주세요
자유 게시판,쿠폰,SAMSUNGCRKINGDOM
자유 게시판,신규 쿠폰 받아가세요??,SAMSUNGCRKINGDOM SAMSUNGCRKINGDOM 천 크탈 ? https://game.devplay.com/coupon/ck/ko
자유 게시판,토벌전 버그..,용 남은 체력 630만인데 거기서 2번 쳤는데 안 줄어드네..
자유 게시판,토벌전 버그 ㅈㄴ웃기네ㅋㅋㅋㅋ,기여도는 오르는데 딜은 안 들어감
자유 게시판,쿠폰 받아가세요!!!,SAMSUNGCRKINGDOM 크리스탈 1000개
질문 게시판,유로템을 샀는데 아이템이 안들어왔어요ㅠㅠㅜ,소닉 9900원 패키지 샀는데 돈만 빠져나가고 아이템은 안들어왔어요ㅠㅜ 어디에다가 문의하야할까요??
자유 게시판,고맙다 데브,1트 성공
버그 제보하기,토벌전 버그,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  4) 서버 명  5) 왕국 이름  6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ? ? 1) 10시 25분 / 토벌전버그 2) 2.1.002 3) 안드로이드 4) 퓨어바닐라 서버 5) 짭짤한버터맛 6) 토벌전 용 퍼센트가 줄지않습니다. 그런데 기여도는 올라갑니다."
자유 게시판,이거 계속 움직이는데,거리는 똑같은게 현실
자유 게시판,머지?,1트만에 나왔는데...좋은거지? 진짜 몰라서
버그 제보하기,또 버그 제보합니다,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간/상황 오늘 / 연구소의 아래 버튼이 제대로 작동을 안합니다. ? 2) 버전 (환경설정 > 정보 > 버전) 2.1.002 3) 사용 중인 기기 환경(기기명, OS 버전) 갤럭시S21 울트라 4) 서버 명 퓨어바닐라 5) 왕국 이름 크리센티 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)"
